USER ID,PRODUCT,RATING
110982,lobster diana,-0.73938233829302
104305,diploma moment,-0.36916668070171477
108924,viva avalon,0.3712646344808957
104494,conan antenna,0.7414802920722009
108850,pepper chicago,-0.36916668070171477
104186,viking llama,-1.1095979958843252
116802,oregano option,-0.36916668070171477
107938,ninja history,0.0010489768895904628
113739,conan antenna,0.7414802920722009
116153,meter sigma,-0.36916668070171477
114204,conan antenna,1.1116959496635062
108375,kitchen active,0.7414802920722009
107065,nina sailor,-0.73938233829302
103072,barcode arnold,1.4819116072548113
100956,popcorn shannon,-0.73938233829302
107607,horizon norway,-1.8500293110669357
104110,ritual product,-1.1095979958843252
105608,swing martin,-0.36916668070171477
104616,forum bravo,-0.36916668070171477
115800,apropos pizza,1.4819116072548113
114718,forum bravo,0.3712646344808957
104179,mexico stretch,0.7414802920722009
106225,story respect,1.8521272648461167
113540,meteor slalom,0.0010489768895904628
109767,inch fragile,0.3712646344808957
102436,june monica,-0.36916668070171477
108784,forum bravo,-0.36916668070171477
116142,kayak analog,0.3712646344808957
103231,diploma moment,1.1116959496635062
112545,motor modular,-1.1095979958843252
107181,adrian crater,0.3712646344808957
103047,front salami,-1.4798136534756305
114358,ritual product,-0.36916668070171477
107849,saint desert,0.0010489768895904628
115246,motor modular,0.3712646344808957
102697,bazooka diagram,1.4819116072548113
105248,kitchen active,-0.36916668070171477
106921,adrian crater,0.3712646344808957
102900,june monica,0.3712646344808957
109945,evita soviet,0.3712646344808957
101311,banjo ladder,1.1116959496635062
106225,viva avalon,-1.8500293110669357
108258,violet saga,0.7414802920722009
115060,secret postage,1.8521272648461167
111096,sweet alert,1.4819116072548113
114447,motor modular,0.3712646344808957
110571,helium exact,1.1116959496635062
102313,diploma moment,-0.36916668070171477
113788,current pony,-1.1095979958843252
101746,banjo ladder,0.3712646344808957
109758,conan antenna,-0.36916668070171477
103985,casino unit,-1.1095979958843252
106130,popcorn shannon,0.0010489768895904628
109323,process volume,-1.1095979958843252
101636,tourist micro,-1.1095979958843252
117242,viva avalon,-0.36916668070171477
102145,peru king,1.4819116072548113
109870,picnic locate,0.3712646344808957
116213,forum bravo,0.0010489768895904628
115793,oxford open,0.3712646344808957
103959,oregano option,-0.36916668070171477
107025,inch fragile,-0.36916668070171477
102928,tripod stand,0.7414802920722009
115235,company polo,1.4819116072548113
112682,sabine danube,-0.73938233829302
103558,saint desert,-0.36916668070171477
